,0,1,2
0,27.98737,20.172192,-0.43814883
1,28.491945,25.845854,18.126879
2,21.17099,20.672815,20.539974
3,40.770485,7.0135145,-15.701408
4,16.194683,26.344292,16.920992
5,20.939617,25.649372,21.48382
6,25.190128,-11.6914,6.98908
7,23.053978,12.443619,6.0925274
8,26.182404,-10.961563,8.500327
9,27.427006,-16.705122,7.900892
10,29.4688,25.111404,16.673746
11,9.6053,-12.87869,-27.74735
12,6.4021673,-4.941618,-25.18364
13,24.604635,30.68247,2.3501987
14,18.025457,24.961576,20.584309
15,25.437658,5.7062483,21.564255
16,22.437056,17.979658,11.815307
17,29.79237,28.874016,-0.55180985
18,25.78398,-15.031341,5.464546
19,29.470572,25.198875,16.75189
20,22.211277,23.86842,1.5327402
21,29.091099,-12.762724,5.947083
22,22.384846,-23.943382,0.64320785
23,7.9428225,30.82064,5.734028
24,25.486498,-14.437141,5.0528917
25,8.924547,-6.8516607,-28.388426
26,30.18879,-15.436964,6.4718966
27,31.945251,22.872608,15.407948
28,27.946083,26.529245,12.752206
29,11.390796,-15.28879,-16.922628
30,28.578953,26.181768,18.109049
31,29.113152,4.1612825,-16.849329
32,20.909252,25.614262,21.389078
33,16.757599,22.372473,3.224678
34,10.682343,-16.816603,-22.894022
35,31.94786,21.66888,5.15331
36,24.752697,24.05151,18.532303
37,13.484992,-0.89952546,-15.6001425
38,28.534071,24.56874,16.200638
39,7.661454,13.200696,6.612983
40,22.559341,-23.861881,0.6710342
41,18.13621,25.768562,18.31834
42,39.670185,7.7313476,-13.470083
43,26.626917,24.80853,14.07496
44,38.193626,15.269997,-2.9012163
45,25.424456,5.385737,21.270296
46,16.692854,21.632055,21.859077
47,15.252186,24.220936,17.287878
48,41.42394,8.435129,-11.795039
49,27.606943,27.728899,15.662547
50,27.513714,-12.34837,9.840296
51,32.2409,25.791304,14.543524
52,26.121082,26.813414,-5.1664224
53,26.60574,31.292004,8.543175
54,27.077057,-14.299525,6.0896444
55,34.862507,-9.200064,13.386611
56,18.193804,21.789268,20.030136
57,31.837843,21.487131,4.982046
58,34.797573,-9.248839,13.40832
59,34.456066,3.2210903,-8.046892
60,15.610958,23.74743,20.051758
61,32.68931,25.546255,14.119825
62,8.425276,-14.377162,-26.89087
63,27.88009,18.541162,-10.985723
64,9.392854,-15.878412,-23.334404
65,15.960065,-2.97162,-17.793772
66,10.402448,-0.73834217,-29.001696
67,25.526688,29.872454,2.5402627
68,22.405668,25.005262,16.14744
69,34.954605,-9.128009,13.363191
70,26.986317,6.4670196,-26.775143
71,29.352268,26.666826,13.486463
72,13.278317,6.550386,21.421137
73,38.41306,15.225867,-2.9339755
74,36.375454,20.8006,11.281694
75,36.853443,6.0714955,11.910537
76,41.509514,4.937774,5.1027403
77,41.398384,-0.38443968,1.8485409
78,6.7312913,-13.827987,-17.074963
79,8.933288,10.005555,8.432909
80,6.2122183,-17.622282,-17.191807
81,9.197655,28.920732,4.3970323
82,24.866621,27.623951,14.197644
83,26.746632,27.595497,12.350923
84,8.460386,24.703304,20.178684
85,20.017214,8.52704,-20.278086
86,37.67018,10.080621,9.185318
87,15.302125,24.07004,19.820076
88,27.13555,-9.764385,9.511095
89,28.7873,26.44877,10.196968
90,26.853601,25.827627,16.6183
91,30.582706,23.044378,14.301823
92,37.548615,-17.947664,-13.309615
93,30.976847,22.505842,12.068489
94,14.402111,3.9392722,-13.551362
95,12.357947,-9.040528,-28.888334
96,17.083376,-0.15262336,-19.254105
97,28.175116,21.921064,14.121018
98,30.139025,25.899715,15.917886
99,30.051157,14.783181,1.3584512
100,6.6464505,20.738394,-3.115823
101,30.056423,18.65018,15.912113
102,9.112638,-15.57727,-16.52034
103,27.16926,3.9033663,-16.298672
104,35.084816,-9.025414,13.335032
105,25.533895,24.33502,18.08022
