,0,1,2
259,1.1975089,0.89729184,0.8697842
260,1.1118232,0.9218555,-0.055418916
261,1.3865988,1.2925218,1.5949637
262,1.2861634,1.1944909,1.3287083
263,1.0835985,0.73062044,-0.26815942
264,0.9470329,0.47162282,-0.16644366
265,1.196783,0.6058893,-0.23286566
266,1.3311379,0.8372181,0.14463821
267,1.1744972,0.855111,-0.09493982
268,1.2981294,0.9872424,-0.18542781
269,1.4266562,1.5469431,1.585067
270,1.3087373,0.98738164,-0.23486777
271,1.0463127,0.74914426,-0.13365212
272,1.233316,0.9329425,0.7676014
273,1.1474485,0.9323633,0.08637842
274,0.86763257,0.65274566,-0.37017235
275,1.0673081,0.85629904,0.008439061
276,1.1392311,0.9394387,0.062306337
277,1.1878496,1.1383888,1.5098763
278,1.2434326,1.0269281,0.61979014
279,0.998619,0.8852171,-0.06123079
280,0.9735134,0.7264838,-0.20468803
281,1.2626771,1.1553386,0.6944757
282,1.2031246,0.67673874,0.23523524
283,1.0616032,0.92020804,0.077668704
284,1.1348741,0.94863874,0.110980585
285,1.0008873,0.80576074,0.03958419
286,1.3054478,1.063045,0.50684524
287,1.2132474,0.9418416,1.4862251
288,1.3459178,1.194842,1.433122
289,1.0924224,0.72378105,0.8429465
290,1.1794087,0.95357275,-0.02720156
291,1.1512643,0.9833904,0.00706028
292,0.96711826,0.5863003,-0.049293473
293,1.1846097,0.9541614,-0.026135005
294,1.090196,0.7620478,0.1463351
295,1.1842102,0.8741084,0.11871371
296,0.86217695,0.5477231,-0.19854648
297,1.1934992,0.90996224,0.023137394
298,1.0518434,0.7288447,0.00489794
299,1.1738613,1.1891406,0.98491347
300,0.82655954,0.39557132,-0.23592226
301,1.03784,0.727712,0.86263645
302,1.0199916,0.6592864,-0.27448398
303,1.0735972,1.0006578,0.934438
304,1.2695175,0.76732504,-0.201613
305,1.0561113,0.77577156,0.14411125
306,1.079364,0.7908438,0.07573404
307,0.9364213,0.21551906,-0.27087152
308,1.1202734,0.8093836,0.97999567
309,1.3758532,1.1803217,1.7353734
310,1.0463876,0.7182219,0.05944288
311,1.0012369,0.6673514,-0.0049171117
312,1.16252,0.90695053,1.2100593
313,1.1067361,0.80700606,0.25495923
314,1.2968802,1.1765729,1.4499424
315,1.0538656,0.8083689,-0.16358611
316,1.4407002,1.4430354,2.028712
317,1.2219633,1.090701,0.7189855
318,1.0962629,0.91878015,1.041609
319,1.0484035,0.9177855,0.0075896448
320,1.1453485,0.72463083,-0.24400412
321,1.0073996,0.769565,-0.08253511
322,1.1240058,0.6583685,0.7276436
323,1.0316181,0.56924385,-0.27006185
324,1.3475993,1.2943255,1.684838
325,1.1031469,0.9101902,0.63398486
326,1.4960835,1.406673,1.4353604
327,1.5203577,1.4908905,0.91121465
328,1.3375232,1.1986262,1.6497805
329,0.90479547,0.46242568,-0.22988124
330,0.9974433,0.7486795,0.029681897
331,1.0428137,0.7866852,0.6508943
332,1.200364,0.9296027,0.9301844
333,1.0683842,0.6438595,0.051789865
334,1.1872137,0.9472768,0.086177334
335,1.4888155,1.314368,1.7245446
336,1.4763074,1.3358206,0.6244558
337,1.0591247,0.8478483,0.13464157
338,1.0730423,1.0767262,0.7391145
339,0.9226675,0.68890905,-0.1581897
340,1.0084844,0.8951357,0.15249193
341,1.118695,0.7223853,1.2061776
342,1.7102021,1.3843082,0.74625856
343,1.0381329,0.7344317,-0.25060707
344,1.0740589,0.76189053,0.49688512
345,1.2089274,0.9558507,-0.0022643558
346,1.4326934,1.6015764,2.0681376
347,1.2279602,1.0384154,0.7641106
348,1.1161171,0.7575312,-0.32162675
349,1.2592282,1.0735278,1.351972
350,1.2929226,1.0796461,1.50654
351,1.1637323,0.8715274,1.1517082
352,1.2857614,1.28269,1.2143472
353,0.8835985,0.50994045,-0.15462849
354,1.289099,1.4107276,1.2938856
355,1.0661083,0.8492694,-0.023304513
356,1.2526851,0.95307976,-0.1418963
357,1.2237793,0.8234772,0.54269814
358,0.895728,0.6940501,-0.08223014
359,1.2506679,0.9596863,0.004751568
360,1.3822392,1.2677212,0.44372705
361,1.3667408,0.9073906,-0.30694208
362,0.9692362,0.49915254,0.12627985
363,1.0452348,0.5590976,0.049728442
364,1.407576,1.1989703,1.5479902
365,0.92963266,0.87378836,0.010940848
366,0.83933485,0.53201646,-0.17042994
367,1.5580498,1.4693921,1.3450786
368,0.89196175,0.7631495,-0.12020674
369,1.0216964,0.53258175,-0.3621128
370,1.0118946,0.7821005,0.3068289
371,1.0914079,0.77879936,-0.19502911
372,1.0405011,0.6363581,-0.16491349
373,0.88295144,0.46473292,-0.23204915
374,1.1418176,0.61041665,-0.08896606
375,0.8863615,0.53764397,-0.37898073
376,1.2776462,1.1574645,0.8976536
377,0.85400677,0.49894708,-0.30397224
378,1.3834635,1.2118739,0.6016378
379,1.1989139,1.0263304,1.1845504
380,0.888362,0.6578055,-0.16476873
381,1.2034591,0.5249959,-0.12614413
382,1.2749552,0.9709412,-0.017295336
383,0.89705837,0.6706716,0.30319402
384,1.0960077,0.7705444,-0.08616779
385,1.3902894,1.1270205,-0.23046182
386,1.0415831,0.9253311,0.017089007
387,1.0125444,0.9865272,0.62150717
388,1.0713755,0.81350917,0.7143854
389,1.0659906,0.7977146,0.05183799
390,1.1522889,0.9025454,1.0133628
391,0.94699705,0.75685966,-0.35993844
392,1.132079,0.5885482,-0.19967782
393,1.1446047,0.6292026,-0.19703016
394,1.0972747,0.8238458,1.358509
395,1.1131474,0.83901197,0.798391
396,0.8255817,0.51018614,-0.20164564
397,0.8767907,0.5125553,-0.1987473
398,1.1252689,0.58777255,-0.27945358
399,1.16072,0.6028451,-0.14137508
400,1.1650693,0.84651107,-0.14653625
401,1.379571,1.0301036,1.265446
402,1.0076689,0.80761486,0.07915847
403,1.0958482,0.5019375,-0.15955187
404,0.86492634,0.66656965,-0.17733738
405,0.99907136,0.7427843,0.23932482
406,1.2358247,1.0501956,0.6969968
407,0.905609,0.61895525,-0.14124386
408,1.3342247,1.1824871,0.15564267
409,1.2947417,1.1118109,1.3362805
410,1.16717,1.030743,1.2108591
411,1.6369816,1.659495,1.9720777
412,1.1913372,0.9225498,-0.009889412
413,1.2576822,1.0926497,1.3483049
414,1.0202739,0.62167615,0.7742837
415,0.96295834,0.64253825,-0.031187149
416,1.0918751,0.9413018,-0.04384605
417,0.8760986,0.61474824,-0.04413693
418,1.1795249,0.8735996,0.86954623
419,0.91461176,0.80106604,0.17812437
420,1.3343371,1.2170376,0.83949935
421,1.2254058,1.1523263,1.7274919
422,1.0320383,0.8391495,0.9108649
423,1.138536,0.60883653,-0.068319954
424,1.2312322,0.87950534,0.2902487
425,1.3142364,1.222293,1.4263772
426,1.0053978,0.83661634,0.078354724
427,1.1204847,0.81565994,-0.15360405
428,0.9531693,0.4632451,-0.36961445
429,1.0440884,0.898327,0.01662634
430,1.1807629,0.6140633,-0.054624125
431,1.0199511,0.88943654,0.2586246
432,1.1515931,0.89295995,-0.40171868
433,1.1993973,1.037882,0.34476423
434,0.96184283,0.69127166,-0.20911124
435,1.1607213,0.57626706,-0.1260729
436,1.1291968,0.79974544,0.65441436
437,1.1935642,1.0159003,-0.2536826
438,0.9522862,0.5164747,0.047795
439,1.2216184,0.7957269,0.93330514
440,1.1491013,0.80294204,0.10807235
441,1.4913265,1.3783256,1.625034
442,1.1543267,0.6222171,-0.11739684
443,1.2736751,1.2093338,1.5363523
444,0.9618367,0.75034434,-0.165714
445,1.4811049,1.1644553,0.71172667
446,1.2643425,1.1959399,1.2354145
447,1.1971259,1.0859449,0.9559844
448,0.9900023,0.7245053,0.03162028
449,1.1653512,0.7584129,0.71971685
450,1.1546465,0.59004384,-0.14622246
451,0.8945148,0.545371,-0.20022559
452,1.1103026,0.8243875,-0.11895927
453,1.354275,1.2416792,1.167785
454,1.3553348,1.1803471,1.2782748
455,1.3408839,1.0989442,0.7052257
456,1.0041814,0.82895595,-0.031515665
457,1.1819936,0.9368128,0.11505595
458,1.2066697,1.0215632,0.74370617
459,0.7964396,0.3943761,0.2610721
460,1.2084341,1.1124624,0.912997
461,1.2485944,1.1281443,1.348439
462,1.1100506,0.57479596,-0.27015314
463,0.90500855,0.50085497,-0.16888607
464,1.1164144,0.6316572,0.67035204
465,1.1555624,0.92401725,0.7791994
466,1.2598176,1.1024487,0.9889509
467,1.1732955,0.9205014,1.0845821
468,1.2719891,1.3133963,1.3996643
469,1.2123445,0.9640348,0.1160131
470,0.95793444,0.5582365,-0.084834635
471,1.3025665,1.3136945,1.7776248
472,1.2635387,1.1495662,1.2377677
473,1.2197082,0.96636933,1.172069
474,1.2221364,0.8502625,1.0900023
475,1.1008736,0.72379315,-0.085082404
476,0.98777133,0.6714816,-0.16845627
477,0.92964214,0.5282443,-0.1942573
478,1.3046708,1.0928257,0.33848804
479,0.92382944,0.5152855,0.10371649
480,0.96077937,0.5730698,0.047156926
481,1.1002828,0.6908632,-0.16295923
482,0.96923465,0.8358402,-0.25859544
483,0.9540735,0.59012896,-0.35704225
484,1.1439466,0.88864756,-0.0016599493
485,1.0559775,0.6788232,-0.36847466
486,1.0244392,0.67769027,-0.08619107
487,1.1552724,0.8083474,-0.035879027
488,0.8863268,0.5643299,-0.081381224
489,1.0035369,0.9429118,-0.17408575
490,1.4097482,1.3337929,1.4230819
491,1.1851646,0.77723366,0.5910256
492,1.2630213,0.96331054,1.2070022
493,1.105413,0.68891716,-0.122306556
494,1.1718704,0.6013729,-0.11367921
495,1.3326929,1.3175712,1.7257458
496,0.8932459,0.5263352,-0.18812597
497,1.0445325,0.6698613,-0.18219891
498,1.0764698,0.77359444,0.62716496
499,1.122317,0.8966475,0.6379022
500,1.2478997,1.1749468,-0.03980154
501,1.1766064,0.90844584,-0.021339362
502,0.8802545,0.6550736,-0.08941422
503,1.2188435,0.9011734,-0.036466
504,1.1150678,0.63519084,-0.071292445
505,1.441426,1.2783717,1.6501951
506,1.0648715,0.69132054,-0.41718182
507,1.3770562,1.3850075,1.5621145
508,0.89328945,0.4971347,-0.47246528
509,0.860149,0.53066456,-0.067232825
510,0.9010295,0.6116159,-0.12541492
511,1.2570707,1.2290947,0.4417937
512,1.057602,0.89284503,0.4123573
513,0.9739524,0.81928855,-0.2684964
514,1.13988,0.7162865,0.89819735
515,1.1793344,1.0531669,-0.29060256
516,1.186502,1.2327145,0.84194475
517,1.1943685,0.92100763,0.9728211
518,1.2023951,0.9651309,1.4554478
519,1.1631869,0.95307523,0.03979848
520,1.0596135,0.7693225,-0.11356977
521,1.0616691,0.7056968,0.04148308
522,1.2678354,0.8788477,0.22337416
523,1.0021989,0.7076403,0.4766727
524,1.1404996,1.0491564,1.2449121
525,1.3265486,0.86429155,0.6221694
526,0.8355188,0.47081774,-0.58858764
527,0.95886207,0.68145525,-0.23011115
528,0.98923624,0.753387,-0.22967319
529,1.5376426,1.3942634,0.8745868
530,0.9845801,0.5598468,-0.044507507
531,1.3961085,1.2240424,1.7683662
532,1.1935744,1.0885994,-0.11226257
533,1.1625496,0.9873992,0.7940753
534,1.3432615,0.94199663,1.1303409
535,0.91239786,0.6034197,-0.18798144
536,0.7615648,0.5445641,-0.23742975
537,1.1197754,1.0082935,0.112001315
538,0.9266097,0.41329992,-0.077007644
539,0.8768158,0.68261915,0.041161105
540,1.0181013,0.7301218,0.4706839
541,0.79381454,0.44300053,-0.2764429
542,1.1039371,0.5336203,0.67123455
543,1.1603557,0.91143274,0.05992464
544,0.8905801,0.39774302,-0.33330005
545,1.1945019,1.189917,1.3302177
546,1.1451576,1.0027405,0.9563078
547,0.8238743,0.63925487,-0.24810353
548,0.92147374,0.5394019,-0.08911807
549,1.1062329,0.9270609,0.40893602
550,0.9684376,0.68536204,-0.11181179
551,1.0003769,0.6630928,-0.18198815
552,1.2138482,0.951542,0.10472351
553,1.1541038,0.80028343,0.2051879
554,1.2564977,1.0192004,1.5444709
555,0.9957023,0.7662351,-0.2844336
556,1.1856128,0.68237644,-0.3545221
557,1.0896275,0.5934046,0.6738809
558,1.1886775,0.9022679,-0.013614397
559,1.3258154,1.0762124,1.5033041
560,1.193387,0.7584441,-0.27124432
561,0.9349614,0.47083923,-0.11525408
562,1.0518541,0.94154686,0.34772754
563,1.2134377,1.1136616,0.98539037
564,0.97978497,0.83406115,-0.09046933
565,1.3346069,1.0649883,1.2848451
566,0.9883194,0.4966777,-0.32225186
567,1.0864248,0.71788996,0.6056438
568,1.3248161,1.1187965,1.4809172
569,0.9659751,0.6803454,-0.2765089
570,1.0026513,0.9830246,-0.023720887
571,0.9989048,0.7739098,-0.18314967
572,1.1107372,0.61383253,-0.46958423
573,1.2168088,0.77981204,0.80337006
574,1.2146014,0.9469525,0.55118287
575,1.0754919,0.6965142,0.035231616
576,0.9979586,0.58719164,0.14135213
577,1.0941125,0.7976426,-0.020985764
578,1.1917158,0.8816438,1.0324388
579,1.1314335,0.7155018,-0.04689346
580,1.1774362,0.9169843,0.05456235
581,1.3224574,0.8990835,0.5931117
582,1.0061588,0.70389634,-0.1961863
583,1.2856488,1.0615216,0.24313487
584,1.1459745,0.718787,-0.2794888
585,0.87952703,0.5884589,-0.32337117
586,1.1553752,0.73012334,-0.17461474
587,1.1922009,0.5536899,-0.3488861
588,1.4267606,1.0942289,1.0612556
589,0.84790766,0.4829687,-0.25598586
590,1.1762955,0.88618207,-0.23475996
591,1.0246502,0.8003532,-0.20521024
592,1.3955451,1.2953336,1.3549407
593,1.0745744,0.72355336,0.39738247
594,1.5255969,1.574688,2.0026088
595,1.0612303,0.71089816,-0.24269532
596,1.3482561,1.3081877,1.8061558
597,1.0973244,0.83588624,0.33626682
598,1.2971572,1.145603,1.3212652
599,1.1017977,0.5430979,0.7503794
600,0.8370375,0.5004796,-0.27945688
601,1.3602487,1.3592147,1.8971636
602,1.1239538,0.81661075,-0.11369134
603,1.3271629,1.1288912,0.5097972
604,1.0792147,0.40172777,-0.2063155
605,1.389272,1.2357417,1.1892664
606,1.0277764,0.78544354,-0.20749941
607,0.820441,0.6308024,-0.22860324
608,0.9801555,0.6576662,-0.07213456
609,0.9252465,0.58473974,-0.10954308
610,1.2217774,1.0055498,0.17199452
611,1.1988908,1.0111318,0.053860005
612,1.2602338,1.1212022,1.7353078
613,1.0765412,0.7098818,0.17563188
614,1.1671193,0.77290523,0.9947085
615,1.2134433,0.9226988,0.5923901
616,1.0267829,0.6655394,-0.22699837
617,0.982074,0.66928774,-0.2240429
618,1.0262153,0.7360626,-0.069207236
619,1.2184877,0.87416035,-0.42541337
620,0.9591101,0.74969184,-0.021402322
621,0.9274043,0.46804184,-0.32845685
622,0.838994,0.5387568,-0.24556975
623,1.0616107,0.6620394,-0.27204534
624,0.90369064,0.4995509,-0.18336217
625,1.015405,0.7900532,-0.1731001
626,1.026314,0.71136266,0.9168363
627,1.2195266,1.0347155,0.11389101
628,1.264141,1.1521214,1.2378484
629,1.0166819,0.7913385,-0.21528284
630,1.0060525,0.6277057,-0.09941876
631,1.0259888,0.8522116,-0.086732924
632,0.9061124,0.5906443,0.15206352
633,1.2116543,0.82420105,0.9895214
634,1.2946855,1.0084437,1.3697388
635,1.3803216,1.1612859,1.2227409
636,0.8751833,0.7368002,-0.080465294
637,1.1777207,0.7023443,0.42453364
638,1.219162,1.1437826,1.4559608
639,1.1175846,0.8158293,-0.14971575
640,0.9818314,0.6528451,0.5812343
641,0.77927744,0.5598833,-0.38374388
642,1.0248431,0.65932363,-0.35336256
643,1.2391245,0.8793416,0.4965699
644,1.3206007,1.1412746,1.1774395
645,0.9238067,0.6705364,0.37697136
646,1.3270434,1.0573163,1.0627472
647,1.1452638,0.7521085,1.0793339
648,1.0204924,0.44078526,-0.036922425
649,1.0507084,0.8618811,0.21685542
650,1.0138823,0.9396424,0.52778184
651,1.1525689,0.92267096,0.9098821
652,1.2838122,1.0090137,0.67202926
653,1.0086902,0.6733079,-0.23685943
654,1.2245197,1.0367149,0.8693895
655,1.0800279,0.6007369,-0.118071154
656,0.7590258,0.39216605,-0.3150325
657,1.1285919,0.7432257,0.71933895
658,1.4090993,1.117207,0.75564015
659,0.90824276,0.5064636,-0.10132991
660,1.4138407,1.3801016,1.7315917
661,1.1206592,0.8489094,0.034698337
662,1.0247959,0.73322225,0.46693918
663,0.9852135,0.6243742,-0.24857982
664,1.2788335,1.0079385,0.62312174
665,1.3402987,1.2031109,1.8494779
666,1.07504,0.662514,0.85399336
667,0.86672014,0.4780376,-0.18016478
668,0.97676367,0.70956707,-0.13977933
669,1.1518264,0.71112007,-0.09362643
670,1.1680038,0.7257703,1.214225
671,1.0945956,0.74059725,0.28977254
672,0.99696296,0.5484831,-0.22105798
673,0.99464273,0.55544657,-0.16142201
674,0.78025514,0.59486943,-0.18702838
675,1.0736382,0.6988792,-0.42673442
676,1.3063601,1.0082939,1.0879265
677,0.9839808,0.5195021,-0.13171817
678,1.2666279,1.213352,1.5575202
679,0.78291553,0.5241914,-0.10277714
680,0.9725703,0.6867756,-0.09619765
681,1.2257541,0.7700541,0.511148
682,1.0133227,0.7743709,0.21378627
683,1.0794789,0.69290537,-0.25224307
684,1.0722167,0.8255669,-0.2623824
685,1.1316903,0.9132696,0.002189041
686,0.90060586,0.555114,0.008135096
687,1.313858,0.77790964,0.40983653
688,1.0659832,0.7210868,0.014060384
689,1.511358,0.9818822,0.8607811
690,1.1258101,0.77419996,-0.11812359
691,1.2149771,0.7982388,-0.19254202
692,1.2810361,0.75594056,1.0012003
